,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
1035926,0.0,0,0,0,0,0.0,30.0,9.781545881730885,72,10,open,34924000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035928,0.0,0,0,0,0,0.0,30.0,11.836377592357714,72,10,open,34922000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035929,0.0,0,0,0,0,0.0,30.0,9.784140794903562,72,10,open,34144440,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035930,0.0,0,0,0,0,0.0,30.0,10.73035673255396,72,10,open,43124900,0,35.0,23-171706,1,2023_December,Supplies,0.0,1.0,221000052,0
1035931,0.0,0,0,0,0,0.0,30.0,10.533127679812587,72,10,open,34114400,0,35.0,23-171706,1,2023_December,Supplies,0.0,1.0,221000052,0
1035932,0.0,0,0,0,0,0.0,30.0,9.539644119118783,72,10,open,43315000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035933,0.0,0,0,0,0,0.0,30.0,12.4529327234617,72,10,open,34134200,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035916,0.0,0,0,0,0,0.0,30.0,13.272884621648485,72,10,open,34134200,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035934,0.0,0,0,0,0,0.0,30.0,10.471638242921388,72,10,open,34136200,0,35.0,23-171706,1,2023_December,Supplies,0.0,1.0,221000052,0
1035917,0.0,0,0,0,0,0.0,30.0,11.57383239987375,72,10,open,34144420,0,35.0,23-171706,1,2023_December,Supplies,0.0,3.0,221000052,0
1035918,0.0,0,0,0,0,0.0,30.0,10.007081508746234,72,10,open,34144420,0,35.0,23-171706,1,2023_December,Supplies,0.0,3.0,221000052,0
1035919,0.0,0,0,0,0,0.0,30.0,9.544917957736597,72,10,open,34139000,0,35.0,23-171706,1,2023_December,Supplies,0.0,1.0,221000052,0
1035920,0.0,0,0,0,0,0.0,30.0,10.59563423276249,72,10,open,42113172,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035921,0.0,0,0,0,0,0.0,30.0,12.570715759118084,72,10,open,16700000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035922,0.0,0,0,0,0,0.0,30.0,11.436044420634271,72,10,open,16310000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
1035923,0.0,0,0,0,0,0.0,30.0,10.366592440090708,72,10,open,16310000,0,35.0,23-171706,1,2023_December,Supplies,0.0,2.0,221000052,0
99430,0.0,0,0,0,0,0.0,40.0,12.100712129872347,73,75,open,85147000,1,34.0,23-171728,0,2023_December,Services,0.0,1.0,130002504,0
700787,4.0,0,0,0,0,0.0,40.0,13.617059619240436,73,29,open,90480000,0,29.0,23-171832,0,2023_December,Services,0.8,1.0,242900074,1
325279,0.0,0,1,1,0,0.0,40.0,13.19799946710576,73,33,open,24110000,0,69.0,23-171946,1,2023_December,Supplies,0.0,3.0,130018351,0
325280,0.0,0,1,1,0,0.0,40.0,12.226242852319556,73,33,open,24110000,0,69.0,23-171946,1,2023_December,Supplies,0.0,2.0,130018351,0
325281,0.0,0,1,1,0,0.0,30.0,14.134542303818282,73,33,open,24110000,0,69.0,23-171946,1,2023_December,Supplies,0.0,2.0,130018351,0
325282,0.0,0,1,1,0,0.0,20.0,13.372771839866552,73,33,open,24111300,0,69.0,23-171946,1,2023_December,Supplies,0.0,1.0,130018351,0
325284,0.0,0,1,1,0,0.0,20.0,13.223140404910563,73,33,open,24111300,0,69.0,23-171946,1,2023_December,Supplies,0.0,2.0,130018351,0
1078438,1.0,1,0,0,0,0.0,55.0,12.306614570403983,73,41,open,33922000,0,33.0,23-172007,0,2023_December,Supplies,0.5,1.0,264100033,1
635869,0.0,0,0,0,0,0.0,100.0,15.503759650822664,73,35,negotiated,92610000,0,52.0,23-172028,0,2023_December,Services,0.0,3.0,243500733,0
760500,1.0,0,0,1,0,0.0,40.0,12.519002054733205,73,17,open,43261000,0,54.0,23-172029,0,2023_December,Supplies,0.2,4.0,241700624,1
155030,1.0,1,0,1,0,0.0,60.0,11.982929094215963,73,59,open,90500000,0,29.0,23-172124,0,2023_December,Services,0.5,1.0,265906735,1
1093611,0.0,0,0,0,0,0.0,100.0,11.015055552364453,72,07,open,09134220,0,29.0,23-172449,1,2023_December,Supplies,0.0,2.0,210700100,0
172096,2.0,1,0,1,1,10.0,70.0,16.99356438831222,72,13,open,45233140,1,32.0,23-17251,0,2023_February,Works,0.4,3.0,211300017,1
324915,0.0,1,0,0,0,0.0,40.0,12.398756989359676,73,33,open,71241000,0,40.0,23-172574,0,2023_December,Services,0.0,3.0,130018351,0
318837,4.0,0,0,1,1,20.0,40.0,11.002099841204238,72,33,open,18110000,0,49.0,23-172627,1,2023_December,Supplies,0.4444444444444444,5.0,223300013,1
318838,2.0,0,0,1,1,20.0,40.0,12.468436909997665,72,33,open,18110000,0,49.0,23-172627,1,2023_December,Supplies,0.4,3.0,223300013,1
318839,4.0,0,0,1,1,20.0,40.0,11.695247021764184,72,33,open,18815000,0,49.0,23-172627,1,2023_December,Supplies,0.4444444444444444,5.0,223300013,1
318840,2.0,0,0,1,1,20.0,40.0,11.84939770159144,72,33,open,18110000,0,49.0,23-172627,1,2023_December,Supplies,0.2857142857142857,5.0,223300013,1
848631,1.0,1,0,1,0,0.0,60.0,11.289781913656018,72,68,open,39830000,1,37.0,23-172640,1,2023_December,Supplies,0.3333333333333333,2.0,216802975,1
848632,2.0,1,0,1,0,0.0,60.0,9.903487552536127,72,68,open,39830000,1,37.0,23-172640,1,2023_December,Supplies,0.5,2.0,216802975,1
848633,2.0,0,0,1,0,0.0,60.0,11.002099841204238,72,68,open,39830000,1,37.0,23-172640,1,2023_December,Supplies,0.3333333333333333,4.0,216802975,1
591556,0.0,0,0,1,1,10.0,60.0,12.89921982609012,73,38,open,44613800,1,52.0,23-172702,1,2023_December,Supplies,0.0,1.0,200040715,0
591557,0.0,0,0,1,1,10.0,60.0,12.206072645530174,73,38,open,44613800,1,52.0,23-172702,1,2023_December,Supplies,0.0,1.0,200040715,0
815465,1.0,1,0,0,0,0.0,80.0,16.138600090750018,73,49,open,66512000,1,54.0,23-172735,1,2023_December,Services,0.5,1.0,284900024,1
815468,1.0,1,0,0,0,0.0,80.0,14.681590356854805,73,49,open,66512000,1,54.0,23-172735,1,2023_December,Services,0.5,1.0,284900024,1
806165,1.0,0,0,0,1,15.0,50.0,13.122363377404328,72,73,open,45233141,1,44.0,23-172874,1,2023_December,Works,0.2,4.0,217300656,1
806166,1.0,0,0,0,1,15.0,50.0,13.122363377404328,72,73,open,45233141,1,44.0,23-172874,1,2023_December,Works,0.2,4.0,217300656,1
806167,0.0,0,0,0,1,15.0,50.0,13.415032991367148,72,73,open,45233221,1,44.0,23-172874,1,2023_December,Works,0.0,4.0,217300656,0
806168,2.0,1,0,0,1,15.0,50.0,11.736069016284437,72,73,open,45233221,1,44.0,23-172874,1,2023_December,Works,0.5,2.0,217300656,1
806169,0.0,0,0,0,1,15.0,50.0,11.33857207782545,72,73,open,45220000,1,44.0,23-172874,1,2023_December,Works,0.0,2.0,217300656,0
1099075,0.0,0,0,0,0,0.0,50.0,12.301382825334498,72,52,open,30200000,1,30.0,23-173024,0,2023_December,Supplies,0.0,10.0,215203233,0
1099099,0.0,0,0,0,0,0.0,60.0,12.437184366493561,73,52,open,30192000,1,32.0,23-173061,0,2023_December,Supplies,0.0,2.0,200044170,0
866676,1.0,0,0,0,0,0.0,50.0,12.87094894412309,41,63,open,71317210,1,36.0,23-173213,1,2023_December,Services,0.5,1.0,798020202,1
866678,1.0,0,0,0,0,0.0,50.0,13.30243239914499,41,63,open,71317210,1,36.0,23-173213,1,2023_December,Services,0.5,1.0,798020202,1
866679,1.0,0,0,0,0,0.0,50.0,10.103362476910984,41,63,open,71351100,1,36.0,23-173213,1,2023_December,Services,0.25,3.0,798020202,1
322767,0.0,0,0,1,1,10.0,50.0,12.736700896592344,73,33,open,34130000,0,31.0,23-17330,1,2023_February,Supplies,0.0,1.0,243300316,0
198787,1.0,0,0,0,0,0.0,40.0,11.781967766246499,73,13,open,50312300,0,43.0,23-17336,1,2023_February,Services,0.25,3.0,130015332,1
198789,4.0,0,0,0,0,0.0,40.0,9.17758988171299,73,13,open,50312300,0,43.0,23-17336,1,2023_February,Services,0.5714285714285714,3.0,130015332,1
325285,2.0,1,1,1,0,0.0,60.0,12.770317701849258,72,33,open,90910000,0,74.0,23-173643,0,2023_December,Services,0.4,3.0,213301625,1
99359,5.0,1,0,1,1,5.0,40.0,10.480114961685313,72,78,open,50711000,1,47.0,23-173746,1,2023_December,Services,0.8333333333333334,1.0,217805514,1
99360,1.0,0,0,1,1,5.0,40.0,8.761634722018577,72,78,open,50711000,1,47.0,23-173746,1,2023_December,Services,0.5,1.0,217805514,1
1030568,0.0,0,0,0,0,0.0,40.0,10.503268662286615,72,88,open,66516000,0,76.0,23-173766,1,2023_December,Services,0.0,1.0,218803674,0
1030569,0.0,0,0,0,0,0.0,40.0,7.80428402273433,72,88,open,66516000,0,76.0,23-173766,1,2023_December,Services,0.0,2.0,218803674,0
1030570,0.0,0,0,0,0,0.0,40.0,7.783224016336037,72,88,open,66513100,0,76.0,23-173766,1,2023_December,Services,0.0,3.0,218803674,0
1030571,0.0,0,0,0,0,0.0,40.0,10.897479051881412,72,88,open,66514110,0,76.0,23-173766,1,2023_December,Services,0.0,2.0,218803674,0
1030572,0.0,0,0,0,0,0.0,40.0,11.894980004984328,72,88,open,66515000,0,76.0,23-173766,1,2023_December,Services,0.0,1.0,218803674,0
1030573,0.0,0,0,0,0,0.0,40.0,7.4970962908164935,72,88,open,66515000,0,76.0,23-173766,1,2023_December,Services,0.0,2.0,218803674,0
1030574,0.0,0,0,0,0,0.0,40.0,12.53647636302308,72,88,open,66512000,0,76.0,23-173766,1,2023_December,Services,0.0,3.0,218803674,0
792853,0.0,0,0,0,0,0.0,40.0,16.737194919099384,73,56,open,90500000,1,51.0,23-174225,0,2023_December,Services,0.0,1.0,200043123,0
490910,0.0,0,0,1,1,30.0,35.0,10.819778284410283,72,31,open,15896000,1,40.0,23-174423,1,2023_December,Supplies,0.0,2.0,213101074,0
490911,1.0,1,0,1,1,30.0,35.0,10.819778284410283,72,31,open,15300000,1,40.0,23-174423,1,2023_December,Supplies,0.5,1.0,213101074,1
490912,0.0,0,0,1,1,30.0,35.0,10.165851817003619,72,31,open,15300000,1,40.0,23-174423,1,2023_December,Supplies,0.0,1.0,213101074,0
490913,0.0,0,0,1,1,30.0,35.0,10.239959789157341,72,31,open,15890000,1,40.0,23-174423,1,2023_December,Supplies,0.0,3.0,213101074,0
490906,3.0,1,0,1,1,30.0,35.0,9.903487552536127,72,31,open,15551000,1,40.0,23-174423,1,2023_December,Supplies,0.6,2.0,213101074,1
490909,0.0,0,0,1,1,30.0,35.0,10.819778284410283,72,31,open,15500000,1,40.0,23-174423,1,2023_December,Supplies,0.0,2.0,213101074,0
653183,3.0,1,0,1,1,5.0,40.0,16.523560759066484,73,57,open,45316110,1,31.0,23-174523,0,2023_December,Works,0.42857142857142855,4.0,200039865,1
653184,3.0,1,0,1,1,5.0,40.0,16.523560759066484,73,57,open,45316110,1,31.0,23-174523,0,2023_December,Works,0.42857142857142855,4.0,200039865,1
653185,3.0,0,0,1,1,5.0,40.0,16.523560759066484,73,57,open,45316110,1,31.0,23-174523,0,2023_December,Works,0.42857142857142855,4.0,200039865,1
653186,3.0,0,0,1,1,5.0,40.0,16.523560759066484,73,57,open,45316110,1,31.0,23-174523,0,2023_December,Works,0.42857142857142855,4.0,200039865,1
653187,3.0,1,0,1,1,5.0,40.0,16.523560759066484,73,57,open,45316110,1,31.0,23-174523,0,2023_December,Works,0.42857142857142855,4.0,200039865,1
796557,0.0,1,0,0,0,0.0,40.0,13.584342395408092,73,56,open,60600000,0,50.0,23-174543,0,2023_December,Services,0.0,1.0,200043123,0
414170,0.0,0,1,1,1,10.0,50.0,12.726944635141786,72,76,open,45233141,1,46.0,23-174615,0,2023_December,Works,0.0,5.0,227605409,0
1088786,0.0,0,0,0,0,0.0,50.0,9.975808214115753,72,03,open,30192000,0,42.0,23-174810,1,2023_December,Supplies,0.0,2.0,210300828,0
1088787,0.0,0,0,0,0,0.0,50.0,9.798127036878302,72,03,open,39162110,0,42.0,23-174810,1,2023_December,Supplies,0.0,2.0,210300828,0
1088788,0.0,0,0,0,0,0.0,50.0,8.517193191416238,72,03,open,30192000,0,42.0,23-174810,1,2023_December,Supplies,0.0,2.0,210300828,0
1088789,0.0,0,0,0,0,0.0,50.0,6.214608098422191,72,03,open,30192000,0,42.0,23-174810,1,2023_December,Supplies,0.0,1.0,210300828,0
1088790,0.0,0,0,0,0,0.0,50.0,8.517193191416238,72,03,open,39162000,0,42.0,23-174810,1,2023_December,Supplies,0.0,1.0,210300828,0
1088791,0.0,0,0,0,0,0.0,50.0,9.259130536145614,72,03,open,30197630,0,42.0,23-174810,1,2023_December,Supplies,0.0,2.0,210300828,0
1088792,0.0,0,0,0,0,0.0,50.0,8.411832675758411,72,03,open,30237300,0,42.0,23-174810,1,2023_December,Supplies,0.0,5.0,210300828,0
617258,0.0,0,0,0,0,0.0,30.0,9.879742865522312,72,68,open,66516000,0,48.0,23-174947,1,2023_December,Services,0.0,2.0,216801548,0
617263,0.0,0,0,0,0,0.0,30.0,12.431897199742219,72,68,open,66514110,0,48.0,23-174947,1,2023_December,Services,0.0,1.0,216801548,0
617261,0.0,0,0,0,0,0.0,30.0,7.914032956447451,72,68,open,66513100,0,48.0,23-174947,1,2023_December,Services,0.0,3.0,216801548,0
219852,2.0,0,0,1,1,10.0,50.0,13.115833101490294,72,92,open,45111000,1,30.0,23-175506,0,2023_December,Works,0.2857142857142857,5.0,229200506,1
932083,0.0,0,0,0,0,0.0,40.0,13.969938342251687,73,50,open,92331210,0,77.0,23-175508,0,2023_December,Services,0.0,1.0,200067205,0
961437,3.0,0,0,0,0,0.0,100.0,12.206072645530174,72,72,open,50413200,1,42.0,23-1756,1,2023_January,Services,0.75,1.0,227200029,1
961438,3.0,0,0,0,0,0.0,100.0,12.542544882151386,72,72,open,50413200,1,42.0,23-1756,1,2023_January,Services,0.75,1.0,227200029,1
917815,2.0,1,0,1,1,10.0,60.0,10.34520808423296,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.25,6.0,228500013,1
917816,2.0,1,0,1,1,10.0,60.0,9.854855975791045,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.3333333333333333,4.0,228500013,1
917817,1.0,0,0,1,1,10.0,60.0,10.79870152174827,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.2,4.0,228500013,1
917818,1.0,0,0,1,1,10.0,60.0,9.62258114003459,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.25,3.0,228500013,1
917819,2.0,0,0,1,1,10.0,60.0,10.480740319120482,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.3333333333333333,4.0,228500013,1
917820,1.0,0,0,1,1,10.0,60.0,10.00460176539761,72,85,open,60140000,1,40.0,23-175689,1,2023_December,Services,0.14285714285714285,6.0,228500013,1
125169,2.0,1,1,1,0,0.0,65.0,13.017002861746503,72,59,open,45320000,1,29.0,23-175705,1,2023_December,Works,0.5,2.0,215905993,1
125177,1.0,1,1,1,0,0.0,70.0,13.458835614025542,72,59,open,45232141,1,29.0,23-175705,1,2023_December,Works,0.3333333333333333,2.0,215905993,1
125178,1.0,0,1,1,0,0.0,65.0,12.429216196844383,72,59,open,45232141,1,29.0,23-175705,1,2023_December,Works,0.3333333333333333,2.0,215905993,1
125189,2.0,1,1,1,0,0.0,65.0,13.017002861746503,72,59,open,45320000,1,29.0,23-175708,1,2023_December,Works,0.5,2.0,215905993,1
125197,1.0,1,1,1,0,0.0,70.0,13.458835614025542,72,59,open,45232141,1,29.0,23-175708,1,2023_December,Works,0.3333333333333333,2.0,215905993,1
125198,1.0,0,1,1,0,0.0,65.0,12.429216196844383,72,59,open,45232141,1,29.0,23-175708,1,2023_December,Works,0.3333333333333333,2.0,215905993,1
874123,0.0,0,0,0,0,0.0,40.0,11.002099841204238,72,37,open,85320000,1,54.0,23-175788,0,2023_December,Services,0.0,1.0,223700014,0
434194,2.0,0,1,1,1,10.0,40.0,9.58465875108751,72,83,no competition,48490000,0,26.0,23-17596,0,2023_February,Services,0.5,2.0,218300697,1
772186,0.0,0,0,0,0,0.0,45.0,9.251578279992428,72,14,open,66515000,0,66.0,23-176073,1,2023_December,Services,0.0,1.0,211406996,0
772187,0.0,0,0,0,0,0.0,45.0,8.821879862683842,72,14,open,66516000,0,66.0,23-176073,1,2023_December,Services,0.0,1.0,211406996,0
772188,0.0,0,0,0,0,0.0,45.0,9.775199532234597,72,14,open,66514110,0,66.0,23-176073,1,2023_December,Services,0.0,1.0,211406996,0
772189,0.0,0,0,0,0,0.0,45.0,7.090076835776092,72,14,open,66510000,0,66.0,23-176073,1,2023_December,Services,0.0,4.0,211406996,0
772185,0.0,0,0,0,0,0.0,40.0,10.555552287994843,72,14,open,66512000,0,66.0,23-176073,1,2023_December,Services,0.0,1.0,211406996,0
572515,1.0,1,1,0,0,0.0,45.0,12.89921982609012,73,44,open,79714000,1,82.0,23-1761,1,2023_January,Services,0.5,1.0,130029747,1
572519,1.0,1,1,0,0,0.0,35.0,12.404923504275338,73,44,open,79711000,1,82.0,23-1761,1,2023_January,Services,0.3333333333333333,2.0,130029747,1
435555,2.0,0,0,0,0,0.0,40.0,12.076328358474514,73,83,open,39221110,1,42.0,23-176209,1,2023_December,Supplies,0.6666666666666666,1.0,258301126,1
435556,2.0,0,0,0,0,0.0,40.0,11.320953492344099,73,83,open,39221110,1,42.0,23-176209,1,2023_December,Supplies,0.6666666666666666,1.0,258301126,1
435557,1.0,0,0,0,0,0.0,40.0,9.562123369834488,73,83,open,39110000,1,42.0,23-176209,1,2023_December,Supplies,0.5,1.0,258301126,1
438308,1.0,0,0,0,0,0.0,40.0,12.051440182997597,73,83,open,18110000,1,44.0,23-176241,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
211346,0.0,0,0,1,1,10.0,50.0,12.107152457480044,72,92,open,30192700,1,30.0,23-176288,0,2023_December,Supplies,0.0,1.0,229200506,0
438341,1.0,0,0,0,0,0.0,40.0,9.362374527831681,73,83,open,39830000,1,38.0,23-176308,1,2023_December,Supplies,0.25,3.0,258301126,1
438333,1.0,0,0,0,0,0.0,40.0,10.138638722974616,73,83,open,33700000,1,38.0,23-176308,1,2023_December,Supplies,0.16666666666666666,5.0,258301126,1
438334,1.0,0,0,0,0,0.0,40.0,11.394524738582199,73,83,open,39830000,1,38.0,23-176308,1,2023_December,Supplies,0.16666666666666666,5.0,258301126,1
438335,1.0,0,0,0,0,0.0,40.0,11.614073118975075,73,83,open,39222100,1,38.0,23-176308,1,2023_December,Supplies,0.25,3.0,258301126,1
438336,1.0,0,0,0,0,0.0,40.0,11.742933402385448,73,83,open,33772000,1,38.0,23-176308,1,2023_December,Supplies,0.16666666666666666,5.0,258301126,1
438338,2.0,0,0,0,0,0.0,40.0,11.234507018997263,73,83,open,19640000,1,38.0,23-176308,1,2023_December,Supplies,0.4,3.0,258301126,1
438352,1.0,0,0,0,0,0.0,40.0,11.880474075732481,73,83,open,44500000,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
438353,1.0,0,0,0,0,0.0,40.0,9.754059039044199,73,83,open,44113000,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
438354,1.0,0,0,0,0,0.0,40.0,11.402608240659358,73,83,open,39293300,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
438355,1.0,0,0,0,0,0.0,40.0,11.335937658406873,73,83,open,44160000,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
438344,2.0,0,0,0,0,0.0,40.0,10.941234565432962,73,83,open,44800000,1,32.0,23-176321,1,2023_December,Supplies,0.2857142857142857,5.0,258301126,1
438350,1.0,0,0,0,0,0.0,40.0,10.342290720254804,73,83,open,44300000,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
438351,1.0,0,0,0,0,0.0,40.0,11.989867467934262,73,83,open,24400000,1,32.0,23-176321,1,2023_December,Supplies,0.3333333333333333,2.0,258301126,1
1035937,0.0,0,0,0,1,5.0,50.0,13.217709920183877,73,10,open,90511200,0,31.0,23-176322,1,2023_December,Services,0.0,1.0,241000447,0
1035938,0.0,0,0,0,1,5.0,50.0,11.829413629263678,73,10,open,90511200,0,31.0,23-176322,1,2023_December,Services,0.0,1.0,241000447,0
796559,1.0,1,0,0,0,0.0,30.0,13.815510557964274,73,56,open,79311000,0,37.0,23-176497,0,2023_December,Services,0.3333333333333333,2.0,200043123,1
1101665,0.0,0,0,0,0,0.0,40.0,13.984092321285802,73,61,open,71621000,0,46.0,23-176508,0,2023_December,Services,0.0,2.0,200071520,0
1053920,1.0,0,0,0,1,10.0,40.0,13.687677186454389,73,47,open,90500000,1,30.0,23-176826,0,2023_December,Services,0.3333333333333333,2.0,200023307,1
1040790,2.0,0,0,0,1,4.0,70.0,12.93458696992741,73,16,open,90500000,0,30.0,23-176917,0,2023_December,Services,0.6666666666666666,1.0,251602660,1
1074658,2.0,1,0,0,1,5.0,30.0,12.039628374892633,73,79,open,15131120,0,65.0,23-177005,1,2023_December,Supplies,0.6666666666666666,1.0,197900236,1
1074660,2.0,1,0,0,1,5.0,30.0,11.710349076173811,73,79,open,15131120,0,65.0,23-177005,1,2023_December,Supplies,0.6666666666666666,1.0,197900236,1
1041645,0.0,0,0,0,0,0.0,75.0,13.787933790194039,73,16,open,90500000,1,31.0,23-177015,0,2023_December,Services,0.0,3.0,251602660,0
1041646,0.0,0,0,0,0,0.0,75.0,14.93676085566072,73,16,open,90500000,1,31.0,23-177015,0,2023_December,Services,0.0,3.0,251602660,0
1041647,0.0,0,0,0,0,0.0,75.0,14.32893280757753,73,16,open,90500000,1,31.0,23-177015,0,2023_December,Services,0.0,3.0,251602660,0
146250,3.0,1,0,0,0,0.0,40.0,14.242697202717856,73,62,open,66512000,0,48.0,23-177067,0,2023_December,Services,0.75,1.0,130017791,1
45949,1.0,0,0,1,1,10.0,50.0,16.759949537130716,73,75,open,34110000,0,71.0,23-177079,1,2023_December,Supplies,0.3333333333333333,2.0,180070047,1
805769,1.0,1,0,0,1,8.0,40.0,13.122363377404328,55,73,open,71351810,1,41.0,23-177105,1,2023_December,Services,0.16666666666666666,5.0,851533505,1
805771,1.0,0,0,0,1,8.0,40.0,13.122363377404328,55,73,open,71351810,1,41.0,23-177105,1,2023_December,Services,0.2,4.0,851533505,1
805778,0.0,0,0,0,1,8.0,40.0,12.611537753638338,55,73,open,71335000,1,41.0,23-177105,1,2023_December,Services,0.0,8.0,851533505,0
805782,1.0,0,0,0,1,8.0,40.0,11.512925464970229,55,73,open,71351100,1,41.0,23-177105,1,2023_December,Services,0.14285714285714285,6.0,851533505,1
146248,1.0,1,0,0,0,0.0,60.0,11.168320245118826,73,59,negotiated,66516400,0,31.0,23-177172,1,2023_December,Services,0.5,1.0,200093201,1
1033188,0.0,0,0,0,0,0.0,30.0,12.611537753638338,72,10,open,39310000,1,49.0,23-177233,1,2023_December,Supplies,0.0,4.0,221000052,0
1033191,0.0,0,0,0,0,0.0,30.0,13.304684934198283,72,10,open,39310000,1,49.0,23-177233,1,2023_December,Supplies,0.0,3.0,221000052,0
1033194,0.0,0,0,0,0,0.0,30.0,12.206072645530174,72,10,open,39310000,1,49.0,23-177233,1,2023_December,Supplies,0.0,4.0,221000052,0
1033197,0.0,0,0,0,0,0.0,30.0,13.304684934198283,72,10,open,39221000,1,49.0,23-177233,1,2023_December,Supplies,0.0,4.0,221000052,0
1033200,0.0,0,0,0,0,0.0,30.0,13.592367006650065,72,10,open,39711100,1,49.0,23-177233,1,2023_December,Supplies,0.0,2.0,221000052,0
1033202,0.0,0,0,0,0,0.0,30.0,13.997832114758229,72,10,open,39310000,1,49.0,23-177233,1,2023_December,Supplies,0.0,3.0,221000052,0
1033205,0.0,0,0,0,0,0.0,30.0,12.611537753638338,72,10,open,39141000,1,49.0,23-177233,1,2023_December,Supplies,0.0,3.0,221000052,0
853910,0.0,0,0,0,0,0.0,55.0,14.28551418721001,72,02,open,70122200,1,40.0,23-177278,0,2023_December,Services,0.0,4.0,220200026,0
712766,6.0,1,0,0,0,0.0,60.0,11.30933941287155,73,74,open,72514000,0,41.0,23-177437,0,2023_December,Services,0.75,2.0,200066793,1
590901,2.0,1,0,1,1,15.0,40.0,13.304684934198283,72,38,open,55321000,1,31.0,23-177497,0,2023_December,Services,0.3333333333333333,4.0,213801939,1
190062,1.0,0,0,0,0,0.0,40.0,15.392473624631569,73,13,open,45100000,0,43.0,23-1777,0,2023_January,Works,0.3333333333333333,2.0,251302048,1
377373,0.0,0,0,0,0,0.0,40.0,12.619651415348535,72,62,open,71000000,1,32.0,23-17784,0,2023_February,Services,0.0,3.0,216207654,0
415025,2.0,0,0,1,0,0.0,40.0,11.675044314446664,72,76,open,43830000,0,35.0,23-17802,1,2023_February,Supplies,0.2857142857142857,5.0,217603059,1
415026,2.0,0,0,1,0,0.0,40.0,11.233211562167625,72,76,open,44316000,0,35.0,23-17802,1,2023_February,Supplies,0.25,6.0,217603059,1
415028,1.0,0,0,1,0,0.0,40.0,12.65075846679162,72,76,open,31600000,0,35.0,23-17802,1,2023_February,Supplies,0.3333333333333333,2.0,217603059,1
415029,0.0,0,0,1,0,0.0,40.0,10.694215061434937,72,76,open,31600000,0,35.0,23-17802,1,2023_February,Supplies,0.0,2.0,217603059,0
415030,1.0,1,0,1,0,0.0,40.0,11.980425963997845,72,76,open,31600000,0,35.0,23-17802,1,2023_February,Supplies,0.3333333333333333,2.0,217603059,1
82357,1.0,1,0,0,0,0.0,30.0,12.944343754011548,73,78,open,71240000,0,64.0,23-178035,0,2023_December,Services,0.5,1.0,200010692,1
616920,1.0,1,0,0,0,0.0,40.0,12.89921982609012,73,67,open,79212000,1,35.0,23-178256,1,2023_December,Services,0.25,3.0,266700574,1
1147249,0.0,0,0,0,0,0.0,40.0,13.122363377404328,73,53,open,71310000,1,54.0,23-178343,0,2023_December,Services,0.0,2.0,245300389,0
1139697,0.0,0,0,0,1,60.0,40.0,12.760965009929476,72,19,open,50721000,0,33.0,23-178407,0,2023_December,Services,0.0,2.0,211907209,0
797081,0.0,0,0,0,0,0.0,45.0,8.94663520890585,72,56,open,66515000,0,43.0,23-178529,1,2023_December,Services,0.0,2.0,215601816,0
418239,0.0,1,0,0,0,0.0,40.0,12.000750593707089,92,76,open,90900000,0,29.0,23-178539,0,2023_December,Services,0.0,5.0,327113023,0
773311,0.0,0,0,0,0,0.0,50.0,13.144516182045463,73,14,open,34144511,0,30.0,23-178700,0,2023_December,Supplies,0.0,4.0,251402723,0
574115,2.0,0,1,0,0,0.0,65.0,13.710150042306449,72,44,open,71355100,1,30.0,23-178715,0,2023_December,Services,0.5,2.0,224400028,1
568038,0.0,0,0,0,0,0.0,40.0,9.618356889137024,72,44,open,66515000,0,33.0,23-17876,1,2023_February,Services,0.0,1.0,214401499,0
568039,0.0,0,0,0,0,0.0,40.0,7.5483926360092415,72,44,open,66516400,0,33.0,23-17876,1,2023_February,Services,0.0,1.0,214401499,0
